mag_mean_fake,mag_std_fake,mag_max_fake,phase_mean_fake,phase_std_fake,mag_mean_real,mag_std_real,mag_max_real,phase_mean_real,phase_std_real
0.16120865724052968,56.42967255269613,181872.8116594514,1.5709501931272212,1.5439286638015608,0.0060258146002665994,0.09422588460462474,32.89231264917416,1.5805787544502619,0.9890102778966453
0.16048783397937416,52.066591376518005,179085.66497528012,1.5710014960183654,1.5437122634243432,0.0002518194698232985,0.006808441421704127,3.5130525335106353,1.578283567354498,0.9139209305024908
0.002456326951504251,0.0959858088585625,67.06993767104998,1.569714773089744,1.1315248520006098,0.014348595870314586,0.22843614456702893,67.0493688814513,1.5717957719739697,1.0421442567991628
0.0006789940140181132,0.0237635864725105,9.11947926643938,1.5715793914417406,0.9058971327082982,0.007359289333708168,0.1553479715092935,66.31781620068529,1.577706734872416,0.9438619227878947
0.2181386747355424,44.91203000472222,113898.18672042961,1.572438644647543,1.548451389266419,0.0013029675629276068,0.026000067995708653,5.626528220997663,1.5675186932821494,1.0192017555884194
0.06756973051595282,25.158176919353995,50804.156128269664,1.5708665309062444,1.4939356154332826,0.0010016736340147537,0.009754732609476291,3.708836089077621,1.570062811580425,0.907791686510272
0.0004893813580419297,0.005925976062369791,1.6915262939683837,1.5638615609335342,0.9167971246949509,0.0007961243211109602,0.011651141961187297,7.440926540188682,1.5708378307704784,0.9071263413487938
0.0003057032233614338,0.006491018188594891,1.918092497853596,1.5677727304433093,0.9074800475426599,0.0004774415559201334,0.004328623681146317,1.580479830750552,1.5676841290876804,0.9140850289097874
0.07336017127394351,25.59419962835321,58204.43640103146,1.5709036316432057,1.5426423240637979,0.002467434975452467,0.027169583924394437,11.404806822913542,1.5619203541090405,0.916917341209202
0.0002812561519380523,0.010028330026318675,8.228126624043195,1.5747784955717046,0.9177311042835775,0.0005047553386367382,0.004095396798228539,1.793430288520376,1.5668822853106321,0.9072112198157787
0.0831236167079301,3.1186674246469828,1034.190961407176,1.5696117317522824,0.9087719086090655,0.03518442497671548,0.6711898956625572,177.18266739020024,1.5687434784708505,0.9095161296173677
0.17674237932934128,11.013788628428626,5897.780143061173,1.568936407957129,1.0930181064536542,0.07763446581879013,3.93109025030542,3408.104177670773,1.5720100260287049,0.8959455283569474
0.12931750364740754,15.164062026853726,12271.1054123874,1.5714680931532228,1.3328339826690765,0.022456840207380344,0.6064097686671764,734.2767836634366,1.567881265402983,0.9110831584358622
0.08198261195096254,2.7680935912643556,832.6354526964697,1.5715914510394815,0.9158242364069472,0.3460576398539894,2.4277794244578956,446.51678799832104,1.5697797951684465,0.9085216095328337
0.04413607068226001,1.6591451805787947,799.6802358737662,1.56862290360451,0.9271026336751282,0.16430158281968243,3.957214874463547,2336.4017340196056,1.5715025326027205,0.951514890169609
0.0014460482076768216,0.034977778967327317,9.788301678531454,1.5716008598919398,1.4160770890804832,0.0017878802098478266,0.033258182107655625,16.8203863857995,1.5721940556060614,1.0444055136137633
0.20116906716460234,56.452945443607646,98591.28106911242,1.571731048511338,1.5648452335125471,0.0018761295793995455,0.024778129502504537,8.644064759074912,1.5696572526081558,0.9173290050598902
0.23423652919808907,66.0361049192657,113862.11895347714,1.5718953996524823,1.5658799422643606,0.0003286807384429537,0.007875824559447634,4.5276035115412006,1.5700918539722695,0.910390932745117
0.00051793072465337,0.011244479601016934,2.961495797988483,1.5692891846268406,1.342362477897227,0.0001436275994605858,0.0056494498460374735,2.636038059719807,1.5686138141755797,0.9234698024706522
0.5103622219802043,166.6628146017119,587037.2194764055,1.5712645276686554,1.5646433150239136,0.0027841497999084096,0.08709658622090072,29.083083218786218,1.5697034173896833,1.088937712241099
0.0672081802104082,21.917722861652585,39193.33096597082,1.570460017636098,1.5533282124721324,5.886694697107347e-06,6.308357338146716e-05,0.027408117270536814,1.5699220850806308,0.9075452462922484
0.23496054685438272,70.67200601980845,173774.8030227093,1.5716924141877482,1.564837674437692,2.2038269418416682e-05,0.00022838917936747303,0.052457528126205445,1.5675483148192797,0.9050839430408915
0.0002699389774507302,0.017083272819404405,12.034867512846331,1.5702531683149847,1.2866496461591483,8.486666978421915e-05,0.003603631993999965,2.1597357086371884,1.5688866083158641,0.9302012230938811
0.0003485708867230269,0.009912663408464315,6.419738620432024,1.5695126256617435,1.01610334810587,0.0005092883872065347,0.0052311499758072805,1.8856341326239023,1.5605448279831005,0.9132082626006292
0.23144676686863844,60.637566945281655,179600.07439968514,1.5717510641272159,1.5627642299501376,5.667281823334132e-05,0.003114970318639915,1.8718828907030027,1.5672052286926694,1.0004056260864642
0.35829196363697496,120.46493934366015,422734.6213799804,1.5713882352802653,1.5636448241232972,0.0032248556406538897,0.06367559558715026,33.73278251269301,1.5729790035557865,0.915529490278476
0.21487173615884142,70.14200976244847,125205.85404065154,1.5712302048369933,1.5221003812861997,0.007633576856269005,0.14827331374154856,61.48353913691141,1.5650426026329929,0.9575091809107362
0.24281418999674054,81.04194011587113,233825.4505718005,1.5709687893843622,1.53063482123128,0.002313745165212487,0.051435460778853054,17.14531827768362,1.5807344448657108,0.9098824115174518
0.2518286596760173,87.68372169040342,298663.2219905495,1.5717283797444412,1.5499189762948897,0.0019838212750570715,0.0411780579008096,12.24068879638696,1.5664434068396256,0.9082318671430561
0.14594534938417,52.13672407075893,95611.04225102006,1.5708798746874728,1.5539398377883082,0.0026714202208752346,0.04272185699847163,19.67422104266181,1.5723389029755894,0.885625988027538
